transaction_id,customer_id,date,age,category,quantity,unit_price,discount,cost,marketing_spend,customer_satisfaction,region,delivery_time,inventory,returned,tenure_months,purchase_frequency,total_purchases,average_order_value,sales,profit,churn,segment
TX-10644,CUST-1309,2025-11-03,41,Clothing,4,82.16,5.0,33.79,3576.23,3.8,North,2,370,0,16,2,13,349.94,312.21,114.4,1,At-Risk Customer
TX-10645,CUST-1256,2025-09-25,51,Clothing,1,190.75,0.0,78.11,6787.21,4.0,South,4,67,1,34,3,34,211.9,190.75,-53.0,1,At-Risk Customer
TX-10646,CUST-1640,2026-01-17,46,Fitness,1,123.07,15.0,74.24,2464.47,5.0,South,4,367,0,22,3,26,155.21,104.61,-24.6,0,Regular Customer
TX-10647,CUST-1093,2026-08-09,45,Electronics,1,1212.3,15.0,752.57,4974.81,4.6,North,2,274,0,27,4,37,1095.52,1030.45,194.26,0,High Value Customer
TX-10648,CUST-1079,2025-10-20,51,Home & Kitchen,1,210.12,0.0,115.92,5967.6,4.5,South,3,131,0,19,3,21,256.1,210.12,-8.81,0,Regular Customer
TX-10649,CUST-1455,2025-08-18,34,Electronics,1,1701.39,0.0,1163.84,3690.73,4.8,East,4,97,0,37,6,68,1731.58,1701.39,464.19,0,High Value Customer
TX-10650,CUST-1432,2026-08-04,48,Furniture,2,977.26,10.0,538.25,2921.11,5.0,West,1,134,0,21,4,31,1813.93,1759.07,634.25,0,Regular Customer
TX-10651,CUST-1392,2025-09-28,18,Fitness,1,106.99,0.0,57.06,3619.37,4.2,North,4,377,0,17,4,23,168.68,106.99,-22.36,0,Regular Customer
TX-10652,CUST-1376,2026-01-14,37,Furniture,1,768.85,5.0,489.64,2974.77,3.5,West,3,127,0,23,8,55,788.39,730.41,182.65,1,At-Risk Customer
TX-10653,CUST-1771,2025-10-21,55,Fitness,1,273.79,15.0,164.72,2504.71,4.5,South,3,258,0,1,3,2,286.38,232.72,16.93,0,Regular Customer
TX-10654,CUST-1576,2025-08-18,37,Home & Kitchen,1,164.09,25.0,78.52,5625.02,3.2,South,4,148,0,4,2,11,169.05,123.07,-57.83,1,At-Risk Customer
TX-10655,CUST-1739,2025-12-01,26,Fitness,1,381.53,15.0,227.09,5025.63,4.6,South,5,345,0,1,10,11,377.12,324.3,-0.67,0,Regular Customer
TX-10656,CUST-1630,2026-07-31,34,Grocery,4,25.31,20.0,22.27,5571.75,3.6,South,4,46,1,1,5,3,152.28,80.99,-53.0,1,At-Risk Customer
TX-10657,CUST-1102,2025-10-24,51,Electronics,1,1474.02,15.0,984.08,6909.24,3.5,West,5,246,0,25,4,34,1326.99,1252.92,142.7,1,At-Risk Customer
TX-10658,CUST-1439,2026-01-22,32,Furniture,2,1044.01,10.0,711.23,5811.11,3.3,South,3,143,0,36,2,24,1932.11,1879.22,356.09,1,At-Risk Customer
TX-10659,CUST-1086,2025-12-19,45,Home & Kitchen,2,315.23,20.0,164.36,6662.35,4.6,East,1,328,0,13,1,6,560.0,504.37,71.21,0,Regular Customer
TX-10660,CUST-1707,2025-08-27,37,Fitness,2,492.69,5.0,273.0,775.83,4.0,East,3,388,0,27,4,33,986.72,936.11,364.97,0,Regular Customer
TX-10661,CUST-1621,2026-05-01,27,Furniture,2,1056.21,25.0,639.12,2906.61,3.2,West,5,206,0,18,3,22,1659.68,1584.32,239.98,1,At-Risk Customer
TX-10662,CUST-1055,2025-12-14,31,Grocery,10,9.11,10.0,7.53,7533.15,3.5,West,3,440,0,22,2,20,157.72,81.99,-119.81,1,At-Risk Customer
TX-10663,CUST-1511,2026-07-06,26,Home & Kitchen,3,323.81,0.0,148.52,6433.87,2.8,North,5,152,0,42,8,105,1028.85,971.43,406.86,1,At-Risk Customer
TX-10664,CUST-1012,2026-02-14,18,Clothing,2,246.89,15.0,126.96,2521.71,3.7,South,3,434,0,11,4,14,485.44,419.71,114.47,1,At-Risk Customer
TX-10665,CUST-1582,2026-03-17,29,Clothing,4,62.92,5.0,27.76,4538.72,4.0,South,5,223,0,6,1,2,312.14,239.1,37.48,1,At-Risk Customer
TX-10666,CUST-1788,2025-09-20,20,Electronics,2,586.01,5.0,363.83,1102.37,2.7,North,3,364,1,22,3,27,1139.31,1113.42,-48.5,1,At-Risk Customer
TX-10667,CUST-1220,2025-09-03,54,Electronics,3,587.78,20.0,382.89,837.02,3.8,West,1,164,0,49,5,71,1466.61,1410.67,244.95,0,Loyal Customer
TX-10668,CUST-1643,2026-08-13,27,Home & Kitchen,1,116.58,10.0,56.02,2395.57,5.0,West,2,203,0,15,2,13,149.55,104.92,3.97,0,Regular Customer
TX-10669,CUST-1411,2025-09-25,42,Fitness,2,111.15,0.0,52.33,2800.8,3.5,South,1,274,0,4,7,12,291.14,222.3,71.13,1,At-Risk Customer
TX-10670,CUST-1317,2025-09-23,36,Home & Kitchen,1,390.36,5.0,213.66,4309.21,3.3,South,4,148,0,24,6,44,406.26,370.84,74.54,1,At-Risk Customer
TX-10671,CUST-1159,2026-05-15,32,Clothing,2,74.77,0.0,40.93,4591.72,3.8,West,4,332,0,30,4,35,213.9,149.54,-19.2,0,Regular Customer
TX-10672,CUST-1781,2026-07-12,23,Fitness,2,276.9,15.0,171.47,4905.31,4.7,North,5,25,0,16,3,21,513.14,470.73,31.71,0,Regular Customer
TX-10673,CUST-1447,2025-12-14,39,Electronics,1,350.9,25.0,212.45,7556.48,3.6,South,2,278,1,15,5,25,322.58,263.17,-44.0,1,At-Risk Customer
TX-10674,CUST-1444,2025-10-12,51,Grocery,4,66.34,25.0,49.91,1735.56,3.9,North,3,416,0,13,8,30,272.22,199.02,-40.15,0,Regular Customer
TX-10675,CUST-1759,2026-07-16,29,Fitness,2,585.17,20.0,297.03,6182.43,4.9,South,1,182,0,22,7,52,964.08,936.27,244.98,0,High Value Customer
TX-10676,CUST-1724,2025-10-23,51,Fitness,1,592.67,10.0,313.88,6692.07,5.0,North,6,223,0,7,2,8,553.41,533.4,92.14,0,Regular Customer
TX-10677,CUST-1355,2026-05-08,29,Home & Kitchen,2,132.41,5.0,60.85,5560.05,4.4,East,1,202,0,19,7,45,329.02,251.58,41.98,0,Loyal Customer
TX-10678,CUST-1129,2025-12-29,32,Fitness,2,272.27,20.0,169.17,5118.32,3.9,North,3,229,0,12,5,18,475.04,435.63,7.02,0,Regular Customer
TX-10679,CUST-1030,2026-02-01,39,Grocery,10,43.85,10.0,36.56,3800.05,5.0,East,5,104,0,12,3,11,430.33,394.65,-50.45,0,Regular Customer
TX-10680,CUST-1269,2026-08-13,28,Home & Kitchen,1,102.82,0.0,43.15,1672.8,5.0,North,2,152,0,31,7,70,155.61,102.82,25.58,0,Loyal Customer
TX-10681,CUST-1523,2026-02-14,56,Electronics,2,1115.43,20.0,718.67,3296.53,3.1,West,3,212,0,34,3,36,1804.91,1784.69,284.4,1,At-Risk Customer
TX-10682,CUST-1170,2026-02-18,25,Furniture,1,561.31,0.0,346.81,6310.41,4.2,East,4,423,0,18,5,34,607.04,561.31,101.84,0,Regular Customer
TX-10683,CUST-1587,2026-07-25,34,Fitness,1,588.38,20.0,377.72,6857.09,5.0,North,4,270,0,5,7,16,494.33,470.7,-27.87,0,Regular Customer
TX-10684,CUST-1521,2025-08-15,40,Electronics,2,1123.39,5.0,736.57,6177.59,5.0,North,5,446,0,21,4,29,2181.93,2134.44,546.14,0,Regular Customer
TX-10685,CUST-1483,2026-02-16,52,Grocery,4,79.5,0.0,65.36,5306.88,4.7,South,4,316,0,20,4,28,385.58,318.0,-41.04,0,Regular Customer
TX-10686,CUST-1036,2026-05-24,56,Fitness,1,561.11,25.0,300.57,6975.82,4.9,West,2,397,0,1,6,9,442.78,420.83,6.63,0,Regular Customer
TX-10687,CUST-1254,2026-03-15,50,Fitness,2,234.12,0.0,114.79,1022.55,5.0,East,1,59,0,15,2,15,532.67,468.24,218.82,0,Regular Customer
TX-10688,CUST-1079,2026-06-02,31,Clothing,1,101.48,5.0,53.78,1390.04,4.8,North,6,432,0,12,4,17,132.46,96.41,-5.22,0,Regular Customer
TX-10689,CUST-1053,2025-11-13,35,Furniture,2,992.17,5.0,652.64,3903.9,3.5,North,4,358,0,20,4,24,1943.02,1885.12,503.28,1,At-Risk Customer
TX-10690,CUST-1070,2026-04-09,24,Clothing,1,222.72,0.0,115.18,6533.99,3.5,East,2,376,0,22,5,32,289.44,222.72,0.53,1,At-Risk Customer
TX-10691,CUST-1566,2026-04-04,45,Electronics,1,1075.51,15.0,824.05,2114.25,5.0,East,3,61,0,1,3,3,948.97,914.18,44.92,0,Regular Customer
TX-10692,CUST-1577,2026-01-16,41,Fitness,1,251.06,5.0,113.05,1282.6,5.0,South,3,390,0,12,4,20,307.08,238.51,92.72,0,Regular Customer
TX-10693,CUST-1605,2026-04-23,48,Furniture,1,694.48,15.0,431.11,7428.7,4.2,South,5,439,0,25,5,43,658.65,590.31,25.27,0,High Value Customer
TX-10694,CUST-1419,2025-08-26,30,Furniture,2,863.48,0.0,486.22,6220.15,3.4,East,3,321,0,30,7,61,1779.95,1726.96,647.72,1,At-Risk Customer
TX-10695,CUST-1710,2025-08-18,25,Clothing,2,130.01,5.0,48.11,3992.14,3.7,North,1,359,0,17,4,23,313.33,247.02,86.42,0,Regular Customer
TX-10696,CUST-1385,2026-01-18,32,Electronics,1,2184.48,20.0,1351.12,7454.49,4.7,South,5,117,0,28,1,9,1803.33,1747.58,262.15,0,Regular Customer
TX-10697,CUST-1243,2026-03-16,42,Grocery,15,45.01,5.0,38.18,6225.43,2.6,North,3,79,0,16,1,6,700.29,641.39,-38.19,1,At-Risk Customer
TX-10698,CUST-1145,2026-08-13,22,Clothing,1,213.5,0.0,115.75,7135.43,4.3,North,4,390,1,34,5,52,269.37,213.5,-53.0,1,At-Risk Customer
TX-10699,CUST-1237,2026-05-07,28,Grocery,4,33.48,10.0,28.79,7169.29,5.0,East,3,385,0,42,4,54,195.15,120.53,-115.67,0,Regular Customer
TX-10700,CUST-1765,2025-09-26,36,Home & Kitchen,2,432.65,10.0,187.98,5597.56,2.7,North,1,371,0,7,1,9,810.06,778.77,314.35,1,At-Risk Customer
TX-10701,CUST-1652,2026-03-03,41,Electronics,1,523.63,15.0,369.54,6377.77,4.0,North,4,66,0,5,1,2,485.64,445.09,-38.12,1,At-Risk Customer
TX-10702,CUST-1133,2025-12-13,52,Clothing,2,58.78,5.0,28.33,5464.38,4.1,East,5,174,0,18,1,14,186.65,111.68,-49.44,0,Regular Customer
TX-10703,CUST-1402,2026-08-07,34,Fitness,1,346.35,5.0,222.01,4124.37,4.3,East,3,232,0,37,3,39,378.88,329.03,31.66,0,High Value Customer
TX-10704,CUST-1278,2025-12-11,39,Electronics,4,1070.15,15.0,789.45,7635.98,3.8,South,1,204,0,22,3,20,3692.96,3638.51,361.67,0,Regular Customer
TX-10705,CUST-1788,2026-06-09,18,Electronics,3,1139.41,5.0,725.82,7688.87,4.3,South,4,441,0,6,2,11,3276.69,3247.32,936.53,0,Regular Customer
TX-10706,CUST-1460,2026-04-09,18,Clothing,2,192.34,5.0,87.63,7990.24,4.3,West,3,77,0,24,2,15,419.83,365.45,56.83,0,Regular Customer
TX-10707,CUST-1366,2025-11-28,29,Grocery,2,78.34,5.0,60.96,5592.78,5.0,East,3,229,0,35,3,34,194.31,148.85,-70.47,0,Regular Customer
TX-10708,CUST-1122,2025-09-29,20,Furniture,1,1178.32,0.0,660.78,4332.57,2.9,East,4,311,0,7,1,3,1247.9,1178.32,434.55,1,At-Risk Customer
TX-10709,CUST-1713,2026-06-18,34,Electronics,2,1149.05,10.0,853.05,6434.03,3.7,South,1,111,0,30,3,30,2136.14,2068.29,261.18,0,Regular Customer
TX-10710,CUST-1335,2025-10-28,49,Electronics,1,1092.56,5.0,772.51,6175.19,4.6,South,1,75,0,17,4,25,1074.26,1037.93,168.29,0,Regular Customer
TX-10711,CUST-1405,2026-05-03,31,Electronics,1,376.31,5.0,275.83,981.01,4.5,East,4,257,0,12,5,26,410.02,357.49,48.95,0,Regular Customer
TX-10712,CUST-1178,2025-08-29,42,Grocery,2,65.5,10.0,46.05,3318.2,4.5,West,2,172,0,29,5,46,163.42,117.9,-32.97,0,Loyal Customer
TX-10713,CUST-1563,2025-12-19,29,Electronics,1,1892.31,0.0,1356.16,4937.52,4.2,West,1,210,0,25,5,43,1955.58,1892.31,457.59,0,High Value Customer
TX-10714,CUST-1143,2025-10-15,32,Electronics,4,403.43,0.0,273.0,2425.56,3.9,North,3,39,0,9,1,9,1662.91,1613.72,471.84,1,At-Risk Customer
TX-10715,CUST-1227,2025-10-19,31,Furniture,2,845.55,10.0,526.46,5280.43,3.5,West,3,304,0,31,6,54,1576.88,1521.99,376.36,1,At-Risk Customer
TX-10716,CUST-1645,2026-07-10,35,Electronics,1,487.42,0.0,344.61,4562.31,4.1,East,2,435,0,17,4,24,519.93,487.42,65.38,0,Regular Customer
TX-10717,CUST-1076,2025-08-25,42,Electronics,1,1495.46,0.0,1001.63,735.93,4.4,South,2,389,0,41,5,67,1542.53,1495.46,473.79,0,High Value Customer
TX-10718,CUST-1454,2025-10-18,45,Electronics,1,1939.16,0.0,1474.3,2458.0,4.3,East,4,427,0,16,9,50,1987.9,1939.16,409.99,0,High Value Customer
TX-10719,CUST-1472,2025-09-08,27,Furniture,2,451.25,5.0,254.69,1217.36,4.2,West,2,295,0,15,8,42,882.49,857.38,320.73,0,High Value Customer
TX-10720,CUST-1404,2026-04-25,42,Electronics,1,1386.76,0.0,849.41,7564.06,3.8,West,3,103,0,22,1,10,1430.84,1386.76,410.39,1,At-Risk Customer
TX-10721,CUST-1176,2026-02-11,43,Furniture,3,606.85,0.0,368.4,6967.24,4.4,South,3,45,0,5,1,7,1863.35,1820.55,597.34,0,Regular Customer
TX-10722,CUST-1456,2025-10-29,40,Electronics,3,1656.35,0.0,1038.73,2170.89,4.8,South,3,413,0,7,4,11,5002.71,4969.05,1806.8,0,Regular Customer
TX-10723,CUST-1510,2026-03-12,36,Home & Kitchen,1,322.17,0.0,136.5,3426.28,4.3,West,4,30,1,9,5,20,345.17,322.17,-53.0,1,At-Risk Customer
TX-10724,CUST-1286,2026-02-26,20,Furniture,1,482.35,0.0,302.96,7369.63,5.0,West,2,218,0,20,8,47,515.43,482.35,59.85,0,High Value Customer
TX-10725,CUST-1538,2025-12-19,48,Fitness,3,423.56,10.0,272.25,6006.13,2.4,North,5,447,0,24,4,28,1170.25,1143.61,214.27,1,At-Risk Customer
TX-10726,CUST-1800,2026-08-14,40,Clothing,3,205.44,10.0,101.77,5523.75,4.4,West,3,271,0,44,5,66,630.8,554.69,153.02,0,High Value Customer
TX-10727,CUST-1496,2026-02-06,25,Home & Kitchen,1,331.44,5.0,173.1,4008.79,3.0,East,1,339,0,16,3,18,343.04,314.87,77.14,1,At-Risk Customer
TX-10728,CUST-1184,2025-08-27,39,Clothing,8,204.78,5.0,73.16,3194.23,2.8,South,2,131,1,13,4,21,1598.82,1556.33,-44.0,1,At-Risk Customer
TX-10729,CUST-1797,2026-01-04,31,Electronics,3,1173.02,0.0,860.95,4945.79,2.9,West,5,59,0,17,2,14,3598.81,3519.06,839.52,1,At-Risk Customer
TX-10730,CUST-1785,2026-06-09,22,Furniture,1,584.81,5.0,364.22,6909.1,3.7,South,4,210,0,14,2,14,613.09,555.57,69.71,1,At-Risk Customer
TX-10731,CUST-1672,2025-12-15,52,Clothing,6,72.97,5.0,35.58,4422.19,2.4,North,4,210,0,16,5,23,484.07,415.93,118.12,1,At-Risk Customer
TX-10732,CUST-1224,2026-06-04,27,Grocery,6,30.98,5.0,23.58,1379.54,4.4,East,4,75,0,24,6,44,246.3,176.59,-3.59,0,Loyal Customer
TX-10733,CUST-1177,2025-11-12,28,Furniture,4,734.66,10.0,392.5,4651.69,4.0,East,3,48,0,29,5,50,2683.43,2644.78,991.5,0,High Value Customer
TX-10734,CUST-1714,2026-02-13,38,Home & Kitchen,1,100.29,0.0,59.74,4203.49,5.0,North,5,135,0,42,5,69,171.26,100.29,-45.0,0,Loyal Customer
TX-10735,CUST-1360,2026-05-31,18,Home & Kitchen,2,287.49,20.0,118.21,2100.96,4.1,South,4,37,0,18,2,14,528.03,459.98,174.05,0,Regular Customer
TX-10736,CUST-1192,2026-04-23,50,Home & Kitchen,2,254.16,15.0,118.87,4685.37,3.9,East,2,61,0,8,3,9,483.75,432.07,115.05,0,Regular Customer
TX-10737,CUST-1038,2025-09-29,39,Electronics,3,416.47,10.0,283.19,2692.47,3.9,South,6,191,0,12,3,18,1147.46,1124.47,207.51,1,At-Risk Customer
TX-10738,CUST-1020,2026-05-10,41,Grocery,6,15.23,25.0,12.28,7125.4,3.2,North,5,79,0,30,2,19,98.84,68.53,-134.53,1,At-Risk Customer
TX-10739,CUST-1628,2025-11-25,34,Furniture,1,1043.15,20.0,537.57,1386.17,3.5,East,5,28,0,11,2,10,910.61,834.52,253.66,1,At-Risk Customer
TX-10740,CUST-1331,2025-09-13,35,Electronics,3,1365.55,15.0,970.72,1954.44,4.3,South,4,345,0,16,6,36,3540.48,3482.15,522.68,0,High Value Customer
TX-10741,CUST-1145,2025-10-09,37,Home & Kitchen,2,204.0,20.0,121.47,7649.69,5.0,East,4,100,0,43,3,43,364.7,326.4,-49.29,0,High Value Customer
TX-10742,CUST-1382,2026-08-09,24,Fitness,2,95.37,10.0,43.72,3831.08,2.6,West,5,101,0,25,5,44,225.3,171.67,4.26,1,At-Risk Customer
TX-10743,CUST-1344,2026-01-15,36,Clothing,8,233.72,10.0,100.84,817.02,4.4,South,1,53,0,27,3,27,1745.23,1682.78,859.31,0,Regular Customer
TX-10744,CUST-1749,2026-03-25,34,Fitness,1,253.68,10.0,139.86,7119.61,4.2,West,4,342,0,6,4,9,254.25,228.31,-36.34,0,Regular Customer
TX-10745,CUST-1178,2026-08-11,41,Home & Kitchen,5,145.24,20.0,65.45,6573.49,5.0,East,4,443,0,13,2,11,626.68,580.96,137.11,0,Regular Customer
TX-10746,CUST-1603,2025-11-11,41,Grocery,10,33.12,0.0,26.56,6516.34,4.6,East,3,252,0,15,6,32,353.8,331.2,-45.65,0,Regular Customer
TX-10747,CUST-1301,2025-10-18,36,Furniture,1,260.19,10.0,131.26,5775.06,3.5,North,4,232,0,7,2,5,313.87,234.17,-1.71,1,At-Risk Customer
TX-10748,CUST-1586,2026-03-02,27,Home & Kitchen,3,77.15,10.0,42.07,5868.88,3.9,North,2,338,0,30,2,23,232.04,208.31,-14.94,0,Regular Customer
TX-10749,CUST-1325,2026-06-23,34,Furniture,2,1110.62,10.0,586.47,4576.17,4.0,North,3,379,0,12,4,20,2045.17,1999.12,744.03,0,Regular Customer
TX-10750,CUST-1144,2026-01-30,47,Fitness,2,162.85,5.0,97.2,2729.75,3.8,North,2,36,0,19,4,22,385.52,309.41,65.07,0,Regular Customer
TX-10751,CUST-1327,2025-11-07,31,Fitness,1,80.7,15.0,45.5,7969.93,4.9,North,1,307,0,21,3,25,118.87,68.59,-100.95,0,Regular Customer
TX-10752,CUST-1686,2026-07-07,38,Fitness,2,510.59,10.0,244.91,1776.75,4.7,East,3,194,0,13,5,20,992.89,919.06,389.09,0,Regular Customer
TX-10753,CUST-1271,2025-11-29,19,Furniture,1,582.46,5.0,374.65,849.77,3.8,North,5,23,0,16,4,19,587.43,553.34,143.44,1,At-Risk Customer
TX-10754,CUST-1110,2025-08-14,47,Electronics,1,1564.76,10.0,1033.51,4127.6,4.9,West,2,366,0,40,4,47,1430.48,1408.28,303.86,0,High Value Customer
TX-10755,CUST-1429,2025-11-07,42,Grocery,6,29.41,10.0,24.12,7690.23,3.5,West,2,317,0,8,7,25,216.08,158.81,-110.26,1,At-Risk Customer
TX-10756,CUST-1359,2026-05-20,39,Grocery,4,76.77,5.0,65.89,2258.04,2.9,North,1,398,0,21,4,32,332.71,291.73,-10.2,1,At-Risk Customer
TX-10757,CUST-1591,2026-07-13,36,Fitness,2,159.53,10.0,88.9,5253.41,3.4,South,4,185,0,20,1,10,318.35,287.15,12.55,1,At-Risk Customer
TX-10758,CUST-1075,2025-08-31,36,Clothing,2,48.24,20.0,18.79,4747.93,5.0,North,1,103,0,35,4,43,116.76,77.18,-36.11,0,Regular Customer
TX-10759,CUST-1107,2025-09-20,37,Clothing,3,219.18,20.0,94.98,2825.12,2.5,South,1,343,0,5,1,9,605.08,526.03,194.22,1,At-Risk Customer
TX-10760,CUST-1164,2025-09-21,38,Home & Kitchen,1,154.02,10.0,67.7,3852.96,5.0,North,1,288,0,28,4,34,160.55,138.62,8.62,0,Regular Customer
TX-10761,CUST-1628,2026-04-18,39,Fitness,2,453.02,10.0,204.1,4529.04,4.7,North,3,191,0,37,6,65,874.94,815.44,325.8,0,High Value Customer
TX-10762,CUST-1669,2025-11-06,35,Home & Kitchen,3,181.45,15.0,104.24,5417.93,3.4,West,2,213,0,36,2,23,515.76,462.7,59.71,1,At-Risk Customer
TX-10763,CUST-1103,2026-01-30,29,Furniture,1,916.99,10.0,533.81,5651.58,5.0,South,6,112,0,2,4,6,847.52,825.29,179.71,0,Regular Customer
TX-10764,CUST-1567,2026-05-17,27,Clothing,3,240.94,25.0,126.69,2150.97,4.0,East,4,233,0,30,3,34,595.73,542.12,111.78,0,Regular Customer
TX-10765,CUST-1098,2025-09-08,36,Grocery,4,25.7,5.0,19.94,4187.35,4.1,West,4,187,0,10,7,25,156.51,97.66,-62.91,0,Regular Customer
TX-10766,CUST-1369,2025-08-15,62,Grocery,6,9.92,10.0,8.2,2690.34,4.0,North,2,396,0,20,6,43,93.6,53.57,-44.99,0,Loyal Customer
TX-10767,CUST-1677,2026-06-30,30,Home & Kitchen,1,68.61,20.0,36.86,5710.04,4.1,West,3,186,0,17,2,12,131.56,54.89,-81.12,0,Regular Customer
TX-10768,CUST-1026,2025-11-27,57,Furniture,1,873.01,5.0,588.68,6385.51,3.6,East,1,375,0,29,1,10,882.62,829.36,140.4,1,At-Risk Customer
TX-10769,CUST-1484,2025-10-12,41,Clothing,1,179.64,20.0,74.39,1957.49,4.3,West,2,231,0,13,5,21,223.56,143.71,30.96,0,Regular Customer
TX-10770,CUST-1676,2025-12-27,37,Electronics,3,1617.4,0.0,1006.03,2882.98,4.4,West,3,103,0,21,3,20,4895.63,4852.2,1777.37,0,Regular Customer
TX-10771,CUST-1390,2026-02-19,20,Furniture,1,196.95,20.0,109.03,5462.91,3.5,West,4,62,1,27,4,32,221.26,157.56,-53.0,1,At-Risk Customer
TX-10772,CUST-1450,2026-04-09,39,Clothing,2,164.3,10.0,58.61,6034.33,3.3,South,3,133,0,1,5,4,352.48,295.74,74.51,1,At-Risk Customer
TX-10773,CUST-1577,2025-09-14,46,Furniture,1,838.34,30.0,518.5,3503.12,3.1,North,4,124,1,23,3,21,661.17,586.84,-53.0,1,At-Risk Customer
TX-10774,CUST-1352,2026-05-18,46,Grocery,6,31.95,10.0,22.7,1346.77,5.0,South,4,291,0,23,5,37,252.52,172.53,-1.87,0,Loyal Customer
TX-10775,CUST-1396,2026-05-08,50,Grocery,4,79.27,0.0,60.84,1556.75,4.2,West,3,424,0,33,3,36,347.97,317.08,36.87,0,Regular Customer
TX-10776,CUST-1241,2026-04-14,49,Clothing,2,215.78,10.0,107.97,5662.14,5.0,North,1,318,0,38,3,35,439.59,388.4,83.03,0,Regular Customer
TX-10777,CUST-1731,2025-08-31,30,Home & Kitchen,2,131.5,10.0,52.64,7790.37,5.0,South,1,318,0,1,3,4,297.97,236.7,10.06,0,Regular Customer
TX-10778,CUST-1775,2026-03-31,47,Furniture,3,615.98,20.0,343.09,1730.3,4.0,South,1,412,0,31,7,70,1498.39,1478.35,418.63,0,High Value Customer
TX-10779,CUST-1197,2025-10-17,22,Electronics,1,1933.11,30.0,1315.93,4784.1,1.7,West,2,396,1,1,2,4,1377.56,1353.18,-44.0,1,At-Risk Customer
TX-10780,CUST-1699,2026-03-24,33,Furniture,1,760.36,20.0,495.37,7844.19,5.0,South,4,329,0,19,2,11,641.97,608.29,-22.74,0,Regular Customer
TX-10781,CUST-1264,2026-01-24,24,Fitness,1,547.29,0.0,344.69,6965.14,3.6,North,1,227,1,15,5,24,582.3,547.29,-39.5,1,At-Risk Customer
TX-10782,CUST-1569,2026-03-05,31,Home & Kitchen,1,208.35,0.0,88.99,5426.06,3.8,East,3,283,0,37,4,50,236.19,208.35,24.47,0,Regular Customer
TX-10783,CUST-1532,2026-04-05,44,Electronics,1,1568.96,0.0,1157.0,7661.29,2.7,West,5,175,1,19,4,26,1618.26,1568.96,-57.5,1,At-Risk Customer
TX-10784,CUST-1153,2025-10-28,43,Home & Kitchen,1,405.39,5.0,182.97,3035.81,2.2,North,3,287,0,12,2,12,422.94,385.12,143.11,1,At-Risk Customer
TX-10785,CUST-1576,2025-10-04,31,Clothing,6,209.35,15.0,106.13,889.33,5.0,East,1,266,0,25,4,34,1089.88,1067.68,413.07,0,Regular Customer
TX-10786,CUST-1270,2026-02-26,18,Fitness,1,538.26,10.0,274.73,2547.79,5.0,West,3,97,0,30,3,28,543.6,484.43,157.99,0,Regular Customer
TX-10787,CUST-1484,2025-09-02,35,Furniture,1,409.53,10.0,284.52,2311.57,4.0,East,2,132,0,19,1,6,419.59,368.58,40.38,0,Regular Customer
TX-10788,CUST-1633,2026-06-21,56,Fitness,1,281.61,15.0,133.24,2157.76,4.6,West,3,277,1,22,4,34,314.68,239.37,-48.5,0,Regular Customer
TX-10789,CUST-1339,2026-08-02,29,Furniture,1,582.1,0.0,361.0,2621.65,4.6,North,7,289,0,49,5,75,602.96,582.1,150.28,0,High Value Customer
TX-10790,CUST-1275,2026-02-20,43,Electronics,2,1259.79,0.0,904.28,2008.09,2.6,East,3,438,0,25,4,33,2582.27,2519.58,667.4,1,At-Risk Customer
TX-10791,CUST-1310,2026-01-20,34,Clothing,2,33.68,5.0,11.91,5625.21,3.2,West,4,222,0,23,4,28,121.11,63.99,-62.21,1,At-Risk Customer
TX-10792,CUST-1701,2025-10-03,36,Furniture,1,545.84,20.0,373.56,2231.13,5.0,South,4,241,0,22,5,37,459.54,436.67,11.65,0,High Value Customer
TX-10793,CUST-1761,2026-03-28,29,Clothing,1,150.54,0.0,58.26,6736.77,3.8,East,1,286,0,33,4,46,187.7,150.54,-13.27,0,Regular Customer
TX-10794,CUST-1619,2026-07-10,50,Electronics,4,1698.56,5.0,1026.14,1923.34,3.1,South,4,169,0,29,6,57,6490.93,6454.53,2303.12,1,At-Risk Customer
TX-10795,CUST-1416,2026-04-19,43,Home & Kitchen,2,44.69,25.0,24.75,7480.33,4.2,East,3,234,0,39,7,81,137.6,67.03,-108.17,0,Loyal Customer
TX-10796,CUST-1527,2025-11-03,26,Electronics,1,2121.88,5.0,1417.92,1394.75,3.3,East,1,114,0,24,2,15,2065.66,2015.79,572.44,1,At-Risk Customer
TX-10797,CUST-1413,2025-10-22,52,Home & Kitchen,2,60.73,5.0,25.38,6428.11,3.6,North,3,91,0,28,7,63,192.52,115.39,-45.29,1,At-Risk Customer
TX-10798,CUST-1205,2025-09-12,56,Furniture,2,753.72,10.0,403.51,4204.29,3.7,North,1,44,0,20,1,8,1406.02,1356.7,482.11,1,At-Risk Customer
TX-10799,CUST-1369,2026-08-09,27,Furniture,1,773.63,0.0,520.4,3869.28,2.7,East,5,393,0,1,3,1,848.31,773.63,172.69,1,At-Risk Customer
TX-10800,CUST-1475,2026-04-29,53,Grocery,10,49.15,5.0,36.38,6669.02,3.3,North,3,132,0,19,5,36,513.67,466.92,-10.41,1,At-Risk Customer
TX-10801,CUST-1247,2026-02-20,37,Grocery,6,25.64,0.0,21.94,6541.05,2.8,West,1,418,0,6,5,14,218.71,153.84,-80.42,1,At-Risk Customer
